Broker: 2.2536560855972643 watts, PV: 6.227260764920404 watts, Broker/PV in kW: 0.01kW, timestamp: 1584724567129 
Broker: 222.40490752734874 watts, PV: 10.372430108815713 watts, Broker/PV in kW: 0.23kW, timestamp: 1584724590376 
Broker: 223.09390016352745 watts, PV: 9.504383309144192 watts, Broker/PV in kW: 0.23kW, timestamp: 1584724590474 
Broker: 223.57408983824436 watts, PV: 7.222568104662126 watts, Broker/PV in kW: 0.23kW, timestamp: 1584724590579 
Broker: 224.43456085906783 watts, PV: 8.771134219725454 watts, Broker/PV in kW: 0.23kW, timestamp: 1584724590677 
Broker: 225.18843139393778 watts, PV: 19.26532949026727 watts, Broker/PV in kW: 0.24kW, timestamp: 1584724590776 
Broker: 225.22552027507695 watts, PV: 19.274281118135356 watts, Broker/PV in kW: 0.24kW, timestamp: 1584724590879 
Broker: 225.8509852404864 watts, PV: 9.632335858420266 watts, Broker/PV in kW: 0.24kW, timestamp: 1584724590980 
Broker: 225.9869575669615 watts, PV: 7.070819954356771 watts, Broker/PV in kW: 0.23kW, timestamp: 1584724591082 
Broker: 227.7749430461447 watts, PV: 9.711938776111007 watts, Broker/PV in kW: 0.24kW, timestamp: 1584724591188 
Broker: 228.58865435931517 watts, PV: 4.503326708988644 watts, Broker/PV in kW: 0.23kW, timestamp: 1584724591287 
Broker: 230.40544670256315 watts, PV: 17.91130692434126 watts, Broker/PV in kW: 0.25kW, timestamp: 1584724591389 
Broker: 231.98298287692086 watts, PV: 0.965504206138883 watts, Broker/PV in kW: 0.23kW, timestamp: 1584724591493 
Broker: 233.85749145018673 watts, PV: 16.39169030619884 watts, Broker/PV in kW: 0.25kW, timestamp: 1584724591600 
Broker: 235.80673973383605 watts, PV: 10.208118847879405 watts, Broker/PV in kW: 0.25kW, timestamp: 1584724591703 
Broker: 237.56457892874164 watts, PV: 3.0536161776222626 watts, Broker/PV in kW: 0.24kW, timestamp: 1584724591809 
Broker: 238.3459213126928 watts, PV: 10.75599949875835 watts, Broker/PV in kW: 0.25kW, timestamp: 1584724591911 
Broker: 239.8875468723153 watts, PV: 4.951070713747314 watts, Broker/PV in kW: 0.24kW, timestamp: 1584724592011 
Broker: 241.65677014804527 watts, PV: 14.065279988414833 watts, Broker/PV in kW: 0.26kW, timestamp: 1584724592110 
Broker: 242.43634031493616 watts, PV: 7.6313779779794455 watts, Broker/PV in kW: 0.25kW, timestamp: 1584724592211 
Broker: 242.85430923279748 watts, PV: 8.024486778946663 watts, Broker/PV in kW: 0.25kW, timestamp: 1584724592311 
Broker: 243.75323528724826 watts, PV: 17.833068104072662 watts, Broker/PV in kW: 0.26kW, timestamp: 1584724592416 
Broker: 243.83940889390496 watts, PV: 0.7357061991667901 watts, Broker/PV in kW: 0.24kW, timestamp: 1584724592516 
Broker: 245.79054298110725 watts, PV: 1.4664173119296775 watts, Broker/PV in kW: 0.25kW, timestamp: 1584724592623 
Broker: 246.71694185832627 watts, PV: 3.4060482700842476 watts, Broker/PV in kW: 0.25kW, timestamp: 1584724592724 
Broker: 248.63061203668943 watts, PV: 12.937532931264002 watts, Broker/PV in kW: 0.26kW, timestamp: 1584724592820 
Broker: 250.33262776047877 watts, PV: 5.728167959716468 watts, Broker/PV in kW: 0.26kW, timestamp: 1584724592926 
Broker: 252.21394439055553 watts, PV: 12.002733847230353 watts, Broker/PV in kW: 0.26kW, timestamp: 1584724593034 
Broker: 253.24854862468396 watts, PV: 0.31531532272546237 watts, Broker/PV in kW: 0.25kW, timestamp: 1584724593140 
Broker: 253.77553360672763 watts, PV: 8.41977348951566 watts, Broker/PV in kW: 0.26kW, timestamp: 1584724593243 
Broker: 254.26186750259725 watts, PV: 5.4466746657820275 watts, Broker/PV in kW: 0.26kW, timestamp: 1584724593340 
Broker: 254.83817674048345 watts, PV: 16.48007125369045 watts, Broker/PV in kW: 0.27kW, timestamp: 1584724593441 
Broker: 255.18325648628647 watts, PV: 2.0413650330423483 watts, Broker/PV in kW: 0.26kW, timestamp: 1584724593546 
Broker: 255.64135379451233 watts, PV: 17.448942880440455 watts, Broker/PV in kW: 0.27kW, timestamp: 1584724593649 
Broker: 257.35361661648585 watts, PV: 17.700720205041016 watts, Broker/PV in kW: 0.28kW, timestamp: 1584724593751 
Broker: 257.57995786166265 watts, PV: 16.192197674372913 watts, Broker/PV in kW: 0.27kW, timestamp: 1584724593853 
Broker: 258.43235427048944 watts, PV: 13.660422591829109 watts, Broker/PV in kW: 0.27kW, timestamp: 1584724593959 
Broker: 259.73165561881166 watts, PV: 19.97217564130739 watts, Broker/PV in kW: 0.28kW, timestamp: 1584724594063 
Broker: 261.3970816630421 watts, PV: 15.046609806821834 watts, Broker/PV in kW: 0.28kW, timestamp: 1584724594163 
Broker: 261.66039622574397 watts, PV: 3.765554568328704 watts, Broker/PV in kW: 0.27kW, timestamp: 1584724594263 
Broker: 262.4453509085586 watts, PV: 5.037473894806226 watts, Broker/PV in kW: 0.27kW, timestamp: 1584724594367 
Broker: 263.34873516793334 watts, PV: 15.163115732082723 watts, Broker/PV in kW: 0.28kW, timestamp: 1584724594468 
Broker: 263.7489870676629 watts, PV: 12.239301491255677 watts, Broker/PV in kW: 0.28kW, timestamp: 1584724594574 
Broker: 264.5709146539336 watts, PV: 1.897943680696792 watts, Broker/PV in kW: 0.27kW, timestamp: 1584724594673 
Broker: 265.79705128525774 watts, PV: 2.9354253545215414 watts, Broker/PV in kW: 0.27kW, timestamp: 1584724594771 
Broker: 267.33108653730784 watts, PV: 14.545956923749959 watts, Broker/PV in kW: 0.28kW, timestamp: 1584724594880 
Broker: 267.94330899177544 watts, PV: 17.089398550896423 watts, Broker/PV in kW: 0.29kW, timestamp: 1584724594980 
Broker: 268.7262915630535 watts, PV: 4.752372171282286 watts, Broker/PV in kW: 0.27kW, timestamp: 1584724595082 
Broker: 270.24395645020746 watts, PV: 7.6607072762612916 watts, Broker/PV in kW: 0.28kW, timestamp: 1584724595187 
Broker: 271.6173495180105 watts, PV: 11.834313363089466 watts, Broker/PV in kW: 0.28kW, timestamp: 1584724595292 
Broker: 273.54408554043965 watts, PV: 0.8615541313861241 watts, Broker/PV in kW: 0.27kW, timestamp: 1584724595389 
Broker: 275.1217777070141 watts, PV: 13.567147719043673 watts, Broker/PV in kW: 0.29kW, timestamp: 1584724595492 
Broker: 276.96306408756294 watts, PV: 0.9095732592632144 watts, Broker/PV in kW: 0.28kW, timestamp: 1584724595599 
Broker: 277.5757927840663 watts, PV: 1.0100452125080617 watts, Broker/PV in kW: 0.28kW, timestamp: 1584724595699 
Broker: 279.500301433532 watts, PV: 16.232454260435848 watts, Broker/PV in kW: 0.3kW, timestamp: 1584724595811 
Broker: 280.57299292017836 watts, PV: 11.505540166328636 watts, Broker/PV in kW: 0.29kW, timestamp: 1584724595900 
Broker: 281.15380685451953 watts, PV: 4.722689100917075 watts, Broker/PV in kW: 0.29kW, timestamp: 1584724596003 
Broker: 281.8105896222731 watts, PV: 3.909265075331345 watts, Broker/PV in kW: 0.29kW, timestamp: 1584724596107 
Broker: 281.9234267135654 watts, PV: 12.248305256856597 watts, Broker/PV in kW: 0.29kW, timestamp: 1584724596210 
Broker: 283.27651174652715 watts, PV: 11.027465201051015 watts, Broker/PV in kW: 0.29kW, timestamp: 1584724596312 
Broker: 284.804967571019 watts, PV: 6.651492759207147 watts, Broker/PV in kW: 0.29kW, timestamp: 1584724596413 
Broker: 285.3805145874708 watts, PV: 7.195009031480568 watts, Broker/PV in kW: 0.29kW, timestamp: 1584724596515 
Broker: 285.7293905037146 watts, PV: 3.7260655177876245 watts, Broker/PV in kW: 0.29kW, timestamp: 1584724596622 
Broker: 286.6388286531515 watts, PV: 2.0970378210271123 watts, Broker/PV in kW: 0.29kW, timestamp: 1584724596720 
Broker: 287.2011710875362 watts, PV: 15.016577144280596 watts, Broker/PV in kW: 0.3kW, timestamp: 1584724596820 
Broker: 288.08703755348046 watts, PV: 3.500008491591524 watts, Broker/PV in kW: 0.29kW, timestamp: 1584724596924 
Broker: 289.66404007813304 watts, PV: 16.727300238815133 watts, Broker/PV in kW: 0.31kW, timestamp: 1584724597026 
Broker: 290.0581468339135 watts, PV: 12.485455023160629 watts, Broker/PV in kW: 0.3kW, timestamp: 1584724597131 
Broker: 291.03877068094823 watts, PV: 17.46786019164024 watts, Broker/PV in kW: 0.31kW, timestamp: 1584724597233 
Broker: 291.7395265362696 watts, PV: 12.678553779252892 watts, Broker/PV in kW: 0.3kW, timestamp: 1584724597346 
Broker: 291.78134828561645 watts, PV: 9.640646043480405 watts, Broker/PV in kW: 0.3kW, timestamp: 1584724597438 
Broker: 293.3680593569945 watts, PV: 19.14945405165541 watts, Broker/PV in kW: 0.31kW, timestamp: 1584724597543 
Broker: 294.4039118589401 watts, PV: 19.646619455920092 watts, Broker/PV in kW: 0.31kW, timestamp: 1584724597647 
Broker: 294.5318764448961 watts, PV: 16.69455732998728 watts, Broker/PV in kW: 0.31kW, timestamp: 1584724597748 
Broker: 295.0919886411734 watts, PV: 17.086012256107477 watts, Broker/PV in kW: 0.31kW, timestamp: 1584724597856 
Broker: 296.4564290762121 watts, PV: 1.3679745654138475 watts, Broker/PV in kW: 0.3kW, timestamp: 1584724597952 
Broker: 298.21698888123444 watts, PV: 12.363832792627658 watts, Broker/PV in kW: 0.31kW, timestamp: 1584724598070 
Broker: 299.2023383444177 watts, PV: 8.232009174452145 watts, Broker/PV in kW: 0.31kW, timestamp: 1584724598156 
Broker: 299.3184831371491 watts, PV: 13.58957136913407 watts, Broker/PV in kW: 0.31kW, timestamp: 1584724598258 
Broker: 300.6819388781449 watts, PV: 9.661530843238562 watts, Broker/PV in kW: 0.31kW, timestamp: 1584724598365 
Broker: 302.0461399607822 watts, PV: 18.17613660355427 watts, Broker/PV in kW: 0.32kW, timestamp: 1584724598461 
Broker: 302.8153456226758 watts, PV: 7.2130961657559745 watts, Broker/PV in kW: 0.31kW, timestamp: 1584724598562 
Broker: 304.2014846555946 watts, PV: 11.501081360135537 watts, Broker/PV in kW: 0.32kW, timestamp: 1584724598663 
Broker: 305.01089992571366 watts, PV: 11.793759703316047 watts, Broker/PV in kW: 0.32kW, timestamp: 1584724598769 
Broker: 305.52228693815647 watts, PV: 4.703338685815237 watts, Broker/PV in kW: 0.31kW, timestamp: 1584724598869 
Broker: 305.5709932618356 watts, PV: 17.0388637564081 watts, Broker/PV in kW: 0.32kW, timestamp: 1584724598975 
Broker: 305.9199246748659 watts, PV: 14.900225033722023 watts, Broker/PV in kW: 0.32kW, timestamp: 1584724599074 
Broker: 305.97029397938115 watts, PV: 5.374000374296259 watts, Broker/PV in kW: 0.31kW, timestamp: 1584724599183 
Broker: 306.60281309989625 watts, PV: 16.41504563784672 watts, Broker/PV in kW: 0.32kW, timestamp: 1584724599282 
Broker: 307.99020655126054 watts, PV: 3.0772321085678067 watts, Broker/PV in kW: 0.31kW, timestamp: 1584724599382 
Broker: 309.71369613191933 watts, PV: 15.282171283736247 watts, Broker/PV in kW: 0.32kW, timestamp: 1584724599481 
Broker: 310.6209034058638 watts, PV: 8.793333959271536 watts, Broker/PV in kW: 0.32kW, timestamp: 1584724599590 
Broker: 312.4645485645272 watts, PV: 17.063854723089378 watts, Broker/PV in kW: 0.33kW, timestamp: 1584724599697 
Broker: 312.5115424402883 watts, PV: 5.911652755901495 watts, Broker/PV in kW: 0.32kW, timestamp: 1584724599799 
Broker: 313.1658719441577 watts, PV: 18.39997847599559 watts, Broker/PV in kW: 0.33kW, timestamp: 1584724599903 
Broker: 314.96225190555026 watts, PV: 2.672912195282602 watts, Broker/PV in kW: 0.32kW, timestamp: 1584724600003 
Broker: 315.7482447241652 watts, PV: 16.707117822154913 watts, Broker/PV in kW: 0.33kW, timestamp: 1584724600102 
Broker: 317.16990710373767 watts, PV: 16.56949792035206 watts, Broker/PV in kW: 0.33kW, timestamp: 1584724600204 
Broker: 318.8450777703121 watts, PV: 19.43879121092484 watts, Broker/PV in kW: 0.34kW, timestamp: 1584724600307 
Broker: 319.84808563297184 watts, PV: 9.361954583537134 watts, Broker/PV in kW: 0.33kW, timestamp: 1584724600429 
Broker: 321.76230254164295 watts, PV: 11.62305142506439 watts, Broker/PV in kW: 0.33kW, timestamp: 1584724600515 
Broker: 322.899876473925 watts, PV: 13.15606187529109 watts, Broker/PV in kW: 0.34kW, timestamp: 1584724600619 
Broker: 324.14982830909133 watts, PV: 3.0162169991022703 watts, Broker/PV in kW: 0.33kW, timestamp: 1584724600717 
Broker: 325.02511858224136 watts, PV: 18.284574495223907 watts, Broker/PV in kW: 0.34kW, timestamp: 1584724600845 
Broker: 325.88558232238614 watts, PV: 16.06845856863068 watts, Broker/PV in kW: 0.34kW, timestamp: 1584724600919 
Broker: 327.07051706653846 watts, PV: 1.8929868900578573 watts, Broker/PV in kW: 0.33kW, timestamp: 1584724601031 
Broker: 328.54283005896576 watts, PV: 9.137429309857614 watts, Broker/PV in kW: 0.34kW, timestamp: 1584724601126 
Broker: 330.15085796982675 watts, PV: 0.31844475176449727 watts, Broker/PV in kW: 0.33kW, timestamp: 1584724601233 
Broker: 330.22231284547195 watts, PV: 4.722619769957173 watts, Broker/PV in kW: 0.33kW, timestamp: 1584724601336 
Broker: 331.09134205057 watts, PV: 15.906267054154677 watts, Broker/PV in kW: 0.35kW, timestamp: 1584724601434 
Broker: 331.4879066132427 watts, PV: 10.802410819437434 watts, Broker/PV in kW: 0.34kW, timestamp: 1584724601539 
Broker: 332.3264965708387 watts, PV: 2.9512080932302487 watts, Broker/PV in kW: 0.34kW, timestamp: 1584724601642 
Broker: 333.89731727542414 watts, PV: 15.685921677073393 watts, Broker/PV in kW: 0.35kW, timestamp: 1584724601742 
Broker: 334.82261449492773 watts, PV: 3.274301932266499 watts, Broker/PV in kW: 0.34kW, timestamp: 1584724601845 
Broker: 336.61250582217866 watts, PV: 19.545047534770376 watts, Broker/PV in kW: 0.36kW, timestamp: 1584724601947 
Broker: 337.46477976180734 watts, PV: 10.313623769026602 watts, Broker/PV in kW: 0.35kW, timestamp: 1584724602049 
Broker: 337.53061011208246 watts, PV: 3.1253608147211764 watts, Broker/PV in kW: 0.34kW, timestamp: 1584724602150 
Broker: 338.8553752698946 watts, PV: 13.931029125374748 watts, Broker/PV in kW: 0.35kW, timestamp: 1584724602255 
Broker: 340.0905285276435 watts, PV: 7.578048656575671 watts, Broker/PV in kW: 0.35kW, timestamp: 1584724602353 
Broker: 340.98180590570877 watts, PV: 11.451788546832518 watts, Broker/PV in kW: 0.35kW, timestamp: 1584724602453 
Broker: 341.06239660677545 watts, PV: 17.94782899151134 watts, Broker/PV in kW: 0.36kW, timestamp: 1584724602561 
Broker: 341.7717498474825 watts, PV: 15.274371399336587 watts, Broker/PV in kW: 0.36kW, timestamp: 1584724602663 
Broker: 343.647302889699 watts, PV: 13.885544757514658 watts, Broker/PV in kW: 0.36kW, timestamp: 1584724602771 
Broker: 344.2140183409638 watts, PV: 12.056197900626362 watts, Broker/PV in kW: 0.36kW, timestamp: 1584724602876 
Broker: 344.6837838893003 watts, PV: 5.147121940375992 watts, Broker/PV in kW: 0.35kW, timestamp: 1584724602968 
Broker: 345.6894994867797 watts, PV: 16.579284812497235 watts, Broker/PV in kW: 0.36kW, timestamp: 1584724603071 
Broker: 347.1301935850932 watts, PV: 12.203796001857938 watts, Broker/PV in kW: 0.36kW, timestamp: 1584724603177 
Broker: 348.0222734850987 watts, PV: 0.8131724821158537 watts, Broker/PV in kW: 0.35kW, timestamp: 1584724603279 
Broker: 348.8763564635091 watts, PV: 17.314348926379232 watts, Broker/PV in kW: 0.37kW, timestamp: 1584724603383 
Broker: 349.8158666666974 watts, PV: 10.264621568649863 watts, Broker/PV in kW: 0.36kW, timestamp: 1584724603486 
Broker: 351.0720125517738 watts, PV: 1.1315091003464417 watts, Broker/PV in kW: 0.35kW, timestamp: 1584724603593 
Broker: 351.8065331124139 watts, PV: 15.479224428807195 watts, Broker/PV in kW: 0.37kW, timestamp: 1584724603700 
Broker: 352.81955470018426 watts, PV: 7.096442156910574 watts, Broker/PV in kW: 0.36kW, timestamp: 1584724603788 
Broker: 354.46753254161627 watts, PV: 16.082733433446133 watts, Broker/PV in kW: 0.37kW, timestamp: 1584724603893 
Broker: 355.7877587300425 watts, PV: 14.44700762534103 watts, Broker/PV in kW: 0.37kW, timestamp: 1584724603990 
Broker: 357.3528559897238 watts, PV: 18.355530796227335 watts, Broker/PV in kW: 0.38kW, timestamp: 1584724604096 
Broker: 358.40570120554025 watts, PV: 6.505520356511214 watts, Broker/PV in kW: 0.36kW, timestamp: 1584724604192 
Broker: 359.7677700680157 watts, PV: 3.3188189920262534 watts, Broker/PV in kW: 0.36kW, timestamp: 1584724604295 
Broker: 361.2098661971243 watts, PV: 5.19858415896433 watts, Broker/PV in kW: 0.37kW, timestamp: 1584724604400 
Broker: 362.8169332712655 watts, PV: 18.268109570686622 watts, Broker/PV in kW: 0.38kW, timestamp: 1584724604517 
Broker: 364.07508452324066 watts, PV: 4.905940495294456 watts, Broker/PV in kW: 0.37kW, timestamp: 1584724604607 
Broker: 364.3902973140061 watts, PV: 5.510696336500662 watts, Broker/PV in kW: 0.37kW, timestamp: 1584724604711 
Broker: 366.29829337006385 watts, PV: 18.30217735863998 watts, Broker/PV in kW: 0.38kW, timestamp: 1584724604813 
Broker: 367.50072773619945 watts, PV: 1.65352756069995 watts, Broker/PV in kW: 0.37kW, timestamp: 1584724604918 
Broker: 369.36204716258806 watts, PV: 17.113950591313717 watts, Broker/PV in kW: 0.39kW, timestamp: 1584724605017 
Broker: 369.44356640657185 watts, PV: 11.55117360868596 watts, Broker/PV in kW: 0.38kW, timestamp: 1584724605121 
Broker: 370.9937883584733 watts, PV: 0.30506442488702934 watts, Broker/PV in kW: 0.37kW, timestamp: 1584724605223 
Broker: 371.30970248684616 watts, PV: 12.15113412319143 watts, Broker/PV in kW: 0.38kW, timestamp: 1584724605325 
Broker: 372.9111393728291 watts, PV: 14.44343835637409 watts, Broker/PV in kW: 0.39kW, timestamp: 1584724605426 
Broker: 373.89930680301615 watts, PV: 2.068436677268397 watts, Broker/PV in kW: 0.38kW, timestamp: 1584724605531 
Broker: 374.88630078344346 watts, PV: 3.0004990561338385 watts, Broker/PV in kW: 0.38kW, timestamp: 1584724605652 
Broker: 375.052572251493 watts, PV: 12.589432273116508 watts, Broker/PV in kW: 0.39kW, timestamp: 1584724605736 
Broker: 376.73310249786243 watts, PV: 4.878093537329105 watts, Broker/PV in kW: 0.38kW, timestamp: 1584724605836 
Broker: 376.83448423063015 watts, PV: 1.589716775811918 watts, Broker/PV in kW: 0.38kW, timestamp: 1584724605942 
Broker: 378.73143999751466 watts, PV: 16.103174427674208 watts, Broker/PV in kW: 0.39kW, timestamp: 1584724606044 
Broker: 380.25071452682636 watts, PV: 15.522225172338997 watts, Broker/PV in kW: 0.4kW, timestamp: 1584724606145 
Broker: 380.9533062825684 watts, PV: 17.28335102597302 watts, Broker/PV in kW: 0.4kW, timestamp: 1584724606250 
Broker: 381.6076684324379 watts, PV: 9.337283187243584 watts, Broker/PV in kW: 0.39kW, timestamp: 1584724606351 
Broker: 383.48019687542194 watts, PV: 13.930281136541062 watts, Broker/PV in kW: 0.4kW, timestamp: 1584724606449 
Broker: 383.8007622513083 watts, PV: 15.03500986224807 watts, Broker/PV in kW: 0.4kW, timestamp: 1584724606552 
Broker: 385.22568792205226 watts, PV: 7.956960423812465 watts, Broker/PV in kW: 0.39kW, timestamp: 1584724606656 
Broker: 385.7386890946299 watts, PV: 1.3886754627261988 watts, Broker/PV in kW: 0.39kW, timestamp: 1584724606757 
Broker: 387.45028371801243 watts, PV: 19.89751706536969 watts, Broker/PV in kW: 0.41kW, timestamp: 1584724606863 
Broker: 387.9787155741892 watts, PV: 2.406451569232231 watts, Broker/PV in kW: 0.39kW, timestamp: 1584724606963 
Broker: 389.72562096732 watts, PV: 2.0251678821380237 watts, Broker/PV in kW: 0.39kW, timestamp: 1584724607074 
Broker: 390.6021768683828 watts, PV: 12.182611495322352 watts, Broker/PV in kW: 0.4kW, timestamp: 1584724607167 
Broker: 391.40354529233514 watts, PV: 14.134760414577201 watts, Broker/PV in kW: 0.41kW, timestamp: 1584724607273 
Broker: 392.99720871413257 watts, PV: 6.8246423485777585 watts, Broker/PV in kW: 0.4kW, timestamp: 1584724607367 
Broker: 393.1900685330655 watts, PV: 3.932711648556184 watts, Broker/PV in kW: 0.4kW, timestamp: 1584724607470 
Broker: 393.2639532233912 watts, PV: 11.611237391617838 watts, Broker/PV in kW: 0.4kW, timestamp: 1584724607585 
